compound_id	compound_name	evidence_source	evidence_note
cpd08668	Gibberellin A8-catabolite	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08669	Gibberellin A5	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08670	Kaurenol	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08671	Kaurenal	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08672	Kaurenic acid	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08673	(-)-Kaur-16-en-7beta-ol-19-oic acid	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08674	6beta,7beta-Dihydroxykaurenoic acid	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08675	(+)-Sandaracopimaradiene	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08676	Abietadiene	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08677	Levopimaradiene	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08678	Neoabietadiene	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08679	Palustradiene	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08680	Abietol	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08681	Levopimarinol	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08682	Neoabietol	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08683	Neoabietal	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08684	Levopimarinal	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08685	Abietal	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08686	L-Pimaric acid	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08687	Neoabietic acid	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08688	Aphidicolan-16beta-ol	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08689	Aphidicol-16-ene	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08690	Aphidicol-15-ene	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08691	Cembrene	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08692	Taxa-4,11-diene	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08693	Taxa-4(20),11(12)-dien-5alpha-ol	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08694	Taxa-4(20),11(12)-dien-5alpha-yl acetate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08695	Taxa-4(20),11(12)-dien-5alpha,13alpha-diol	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08696	5alpha-Acetoxytaxa-4(20),11(12)-dien-10beta-ol	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08697	10-Deacetyl-2-debenzoylbaccatin III	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08698	Baccatin III	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08700	syn-Copalyl diphosphate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08701	Methanophenazine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08702	Dihydromethanophenazine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08703	Gibberellin A53 aldehyde	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08704	Sodium arsenite	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08706	dTDP-3-oxo-6-deoxy-D-glucose	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08707	dTDP-3-oxo-4,6-dideoxy-D-glucose	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08708	dTDP-3-amino-3,4,6-trideoxy-D-glucose	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08709	dTDP-D-desosamine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08710	dTDP-6-deoxy-D-allose	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08711	D-Mycinose	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08712	dTDP-3-methyl-4-oxo-2,6-dideoxy-L-glucose	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08713	dTDP-L-mycarose	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08714	L-Cladinose	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08715	Maltol	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08716	dTDP-L-megosamine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08717	dTDP-L-olivose	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08718	dTDP-L-oleandrose	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08719	dTDP-4-oxo-2,6-dideoxy-D-glucose	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08720	dTDP-D-olivose	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08721	Perillic acid	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08722	dTDP-3-amino-3,6-dideoxy-D-glucose	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08723	dTDP-4-oxo-6-deoxy-D-allose	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08724	dTDP-4-oxo-2,6-dideoxy-L-mannose	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08725	dTDP-4-oxo-2,6-dideoxy-D-allose	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08726	Perillyl-CoA	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08727	dTDP 1-ester with (6R)-5,6-dihydro-4-hydroxy-6-methyl-5-oxo-2H-pyran	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08728	dTDP 1-ester with (6S)-5,6-dihydro-4-hydroxy-6-methyl-5-oxo-2H-pyran	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08729	dTDP 1-ester with 2,6-dideoxy-L-erythro-hexopyranos-3-ulose	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08730	dTDP-D-mycaminose	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08731	2-Hydroxy-4-isopropenylcyclohexane-1-carboxyl-CoA	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08732	4-Isopropenyl-2-oxy-cyclohexanecarboxyl-CoA	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08733	3-Isopropenylpimelyl-CoA	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08734	(1S,4R)-1-Hydroxy-2-oxolimonene	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08735	Myrtenol	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08736	Myrtenal	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08737	Myrtenic acid	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08738	Pinocarveol	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08739	trans-2-Methyl-5-isopropylhexa-2,5-dienal	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08740	trans-2-Methyl-5-isopropylhexa-2,5-dienoic acid	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08741	cis-2-Methyl-5-isopropylhexa-2,5-dienoic acid	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08742	trans-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08743	cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08744	3-Hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08745	2,6-Dimethyl-5-methylene-3-oxo-heptanoyl-CoA	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08746	3-Isopropylbut-3-enoyl-CoA	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08747	3-Isopropylbut-3-enoic acid	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08748	(+)-cis-Isopulegone	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08749	(+)-Isomenthone	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08750	6,8a-Seco-6,8a-deoxy-5-oxoavermectin ''2b'' aglycone	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08751	5-Oxoavermectin ''2b'' aglycone	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08752	Avermectin B2b aglycone	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08753	Avermectin A2b aglycone	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08754	Avermectin B2b monosaccharide	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08755	Avermectin A2b monosaccharide	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08756	Avermectin B2b	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08757	Avermectin A2b	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08758	6,8a-Seco-6,8a-deoxy-5-oxoavermectin ''1b'' aglycone	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08759	5-Oxoavermectin ''1b'' aglycone	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08760	Avermectin B1b aglycone	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08761	Avermectin A1b aglycone	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08762	Avermectin B1b monosaccharide	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08763	Avermectin A1b monosaccharide	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08764	Avermectin B1b	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08765	Avermectin A1b	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08766	6,8a-Seco-6,8a-deoxy-5-oxoavermectin ''2a'' aglycone	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08767	5-Oxoavermectin ''2a'' aglycone	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08768	Avermectin B2a aglycone	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08769	Avermectin A2a aglycone	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08770	Avermectin B2a monosaccharide	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08771	Avermectin A2a monosaccharide	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08772	Avermectin B2a	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08773	Avermectin A2a	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08774	6,8a-Seco-6,8a-deoxy-5-oxoavermectin ''1a'' aglycone	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08775	5-Oxoavermectin ''1a'' aglycone	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08776	Avermectin B1a aglycone	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08777	Avermectin A1a aglycone	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08778	Avermectin B1a monosaccharide	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08779	Avermectin A1a monosaccharide	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08780	Avermectin B1a	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08781	Avermectin A1a	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08782	Megalomicin A	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08783	Megalomicin B	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08784	Megalomicin C1	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08785	Megalomicin C2	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08786	8,8a-Deoxyoleandolide	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08787	Oleandolide	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08788	L-Olivosyl-oleandolide	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08789	L-Oleandrosyl-oleandolide	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08790	10-Deoxymethynolide	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08791	YC-17	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08792	Neomethymycin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08793	Methymycin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08794	Narbonolide	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08795	Narbomycin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08796	Pikromycin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08797	Tylactone	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08798	5-O-beta-D-Mycaminosyltylactone	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08799	5-O-beta-D-Mycaminosyltylonolide	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08800	Demethyllactenocin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08801	Liposidomycin B	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08802	MRD A	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08803	Ramoplanin A2	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08804	RU66647	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08805	DMG-MINO	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08806	GAR 936	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08807	Daptomycin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08808	Chloroeremomycin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08809	A47934	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08810	MK826	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08811	SM-17466	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08812	2-(Biaryl)carbapenems	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08813	ABT-773	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08814	Alanylphosphate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08815	Phosphophosphinate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08816	Undecylprodigiosin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08817	CDA	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08818	2,6-Diamino-7-hydroxy-azelaic acid	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08819	3,5-Dihydroxy-phenylglycine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08820	2-Amino-9,10-epoxy-8-oxodecanoic acid	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08821	2-Butenyl-4-methylthreonine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08822	Mycosubtilin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08823	Clorobiocin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08824	p-Aminophenylalanine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08825	LY333328	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08826	Chlorobiphenyl-vancomycin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08827	Chlorobiphenyl-desleucyl-vancomycin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08828	Pyochelin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08829	Yersiniabactin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08830	Epothilone D	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08831	Telomestatin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08832	Tyrocidine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08833	Fengycin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08834	Surfactin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08835	Rifamycin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08836	C15003P3	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08837	Teicoplanin A2-2	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08838	Nanchangmycin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08839	Griseorhodin A	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08840	Neocarzinostatin chromophore	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08841	Everninomicin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08842	BRN1070340	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08843	Thiocillin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08844	Nosiheptide	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08845	Thiostrepton	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08846	Sulfamycin B	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08847	Actinonin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08848	Cyclothialidine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08849	Cerulenin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08850	Triclosan	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08851	Naphthyl dipeptide	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08852	Resorcinol monoacetate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08853	Tiamulin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08854	Valnemulin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08855	2-Deoxy-2-dimethylamino-alpha-D-Glucose	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08856	GE2270A	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08857	3-Hydroxypropenoate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08858	Pulvomycin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08859	Gardneral	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08860	11-Methoxy-vinorine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08861	NSC72114	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08862	Deoxyanisatin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08863	NSC 148945	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08864	Dehydroabietate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08865	alpha-Arbutin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08866	Resistomycin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08867	Soyasaponin II	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08868	beta-Fabatriose	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08869	(5Z,7E,9E,14Z,17Z)-Eicosapentaenoate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08870	Bis-noryangonin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08871	p-Coumaroyltriacetic acid lactone	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08872	p-Hydroxybenzalacetone	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08873	NAC-Diketide	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08874	Methylstyrylpyron	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08875	Cerberoside	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08876	N-Methylanthraniloyl-CoA	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08877	1,3-Dihydroxy-N-methylacridone	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08878	Cyanidin 3-O-(6-O-p-coumaroyl)glucoside	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08879	Shisonin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08880	Ansatrienin A	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08881	Asukamycin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08882	Cyclohexaneundecanoic acid	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08883	1-Cyclohexenecarboxylic acid	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08884	FK520	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08885	omega-Cycloheptylundecanoic acid	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08886	Cycloheptanoic acid	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08887	Thiotropocin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08888	AminoDAHP	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08889	AHBA	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08890	AminoDHS	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08891	AminoDHQ	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08892	Gabaculine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08893	Manumycin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08894	Valimon	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08895	Valiolone	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08896	4-Hydroxy-3-nitrosobenzamide	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08897	3,4-AHBA	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08898	Esmeraldic acid	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08899	Saphenic acid	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08900	Saphenic acid methyl ester	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08901	Phenazine-1,6-dicarboxylate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd08902	6-Acetophenazine-1-carboxylic acid	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
