compound_id	compound_name	evidence_source	evidence_note
cpd17468	tRNA containing cnm5s2U	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17469	tRNA adenine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17470	tRNA cytosine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17471	CDP-4-dehydro-3,6-dideoxy-D-glucose epimer	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17472	CDP-ascarylose	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17473	UDP-4-keto-rhamnose	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17474	7alpha,24-Dihydroxy-4-cholesten-3-one	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17475	7alpha,25-Dihydroxy-4-cholesten-3-one	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17476	3beta-Hydroxy-5-cholestenoate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17477	3beta,7alpha-Dihydroxy-5-cholestenoate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17478	7alpha,26-Dihydroxy-4-cholesten-3-one	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17479	7alpha-Hydroxy-3-oxo-4-cholestenoate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17480	4-Cholesten-7alpha,12alpha-diol-3-one	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17481	(25S)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17482	(25R)-3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17483	(25S)-3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17484	Nocardicin B	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17485	Nocardicin C	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17486	Isonocardicin C	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17487	Nocardicin D	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17488	Nocardicin F	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17489	Nocardicin G	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17490	2-Formyloxymethylclavam	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17491	2-Hydroxymethylclavam	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17492	Clavam-2-carboxylate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17493	8-Hydroxyalanylclavam	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17494	Alanylclavam	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17495	Hydroxyethylclavam	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17496	Clavamycin B	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17497	Clavamycin C	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17498	Clavamycin D	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17499	Clavamycin E	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17500	(2S,5S)-trans-Carboxymethylproline	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17501	(3S,5S)-Carbapenam-3-carboxylate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17502	NS-5	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17503	Northienamycin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17504	PS-5	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17505	PS-6	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17506	Epithienamycin A	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17507	OA-6129 B1	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17508	OA-6129 B2	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17509	OA-6129 D	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17510	OA-6129 E	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17511	N-Acetylthienamycin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17512	O-Acylpseudotropine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17513	Lead oxide	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17514	Pellidole	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17515	Dihydroxyaluminum	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17516	Ferrous lactate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17517	Cobaltous sulfate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17518	Citronellal	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17519	5-Nitroguaiacol	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17520	4-Nitroguaiacol	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17521	Cycleanine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17522	L-Galacturonic acid calcium salt	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17523	Zinc lactate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17524	Polybutene	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17525	Sakuranin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17526	Calcium sulfide	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17527	Methyl hesperidin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17528	Karounidiol	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17529	Clavamycin F	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17530	Epithienamycin B	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17531	Epithienamycin C	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17532	Epithienamycin D	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17533	Epithienamycin F	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17534	Asparenomycin A	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17535	Cobalt-factor III	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17536	Penicillin F	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17537	Penicillin K	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17538	Penicillin X	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17539	Penicillin O	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17540	Chinese gallotannin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17541	Platycodin D	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17542	o-Methylpsychotrine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17543	Shikonin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17544	Acetylshikonin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17545	Isobutylshikonin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17546	Dmask	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17547	Astrapterocarpan	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17548	Onjisaponin F	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17549	Genisteine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17550	Soyasapogenol A	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17551	Soyasapogenol E	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17552	Soyasapogenol F	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17553	Sapogenol C	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17554	Soyasapogenol D	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17555	Lindenenone	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17556	Linderalactone	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17557	Dicentrine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17558	Kanokonol	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17559	Kanokoside A	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17560	Kanokoside B	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17561	Kanokoside C	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17562	Kanokoside D	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17563	Tricosane	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17564	ditrans,tricis-Hexaprenyl diphosphate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17565	ditrans,dicis-Pentaprenyl diphosphate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17566	ditrans,tetracis-Heptaprenyl diphosphate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17567	ditrans,pentacis-Octaprenyl diphosphate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17568	ditrans,hexacis-Nonaprenyl diphosphate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17569	Dihydrogeranylgeranyl diphosphate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17570	Tetrahydrogeranylgeranyl diphosphate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17571	Polygalacin D	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17572	Isomatrine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17573	Platycodin A	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17574	Kurarinol	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17575	Kuraridinol	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17576	Kurarinone	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17577	Panaxynol	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17578	Smilaxsaponin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17579	Astilbin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17580	Rehmaionoside A	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17581	Rehmaionoside B	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17582	Rehmaionoside C	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17583	Paeonilactone A	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17584	Paeonilactone B	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17585	Paeonilactone C	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17586	Gallotannin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17587	Alisol A	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17588	Alisol B	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17589	Alisol C	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17590	Alismol	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17591	Nupharidine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17592	Nupharamine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17593	Parishin B	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17594	Parishin C	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17595	p-Hydroxybenzyl alcohol	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17596	Methylprotodioscin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17597	Pseudoprotodioscin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17598	Asparasaponin II	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17599	Ophiopogonone A	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17600	Ophiopogonone B	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17601	Methylophiopogonone A	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17602	Methylophiopogonone B	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17603	Ophiopogonanone A	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17604	Osthenol-7-O-beta-D-gentiobioside	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17605	D-Galacturonic acid calcium salt	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17606	Calcium oxalate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17607	Fraxidin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17608	Isofraxidin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17609	(-)-Deltoin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17610	Hamaudol	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17611	sec-o-Glucosylhamaudol	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17612	Coryneine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17613	Platycodin C	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17614	Furanogermenone	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17615	(4S,5S)-(+)-Germacrone 4,5-epoxide	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17616	Zedoarol	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17617	13-Hydroxygermacrone	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17618	Curcumenone	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17619	Curdione	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17620	Turmerone	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17621	(8)-Gingerol	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17622	(10)-Gingerol	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17623	Zingerone	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17624	Galanolactone	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17625	Notopterol	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17626	1,2-Benzoquinone monoimine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17627	Cyperenone	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17628	Sugetriol	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17629	Cnidilin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17630	Sugeonol	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17631	Cyperene	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17632	Sugeonyl acetate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17633	Palmatoside G	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17634	Isocolumbin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17635	T-T dimer	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17636	Two thymine residues (in DNA)	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17637	N-Methylanthranilamide	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17638	trans-Crocetin (beta-D-glucosyl) (beta-D-gentibiosyl) ester	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17639	4-o-Galloylbergenin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17640	CAP-A	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17641	Capsianside A	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17642	beta-Terpineol	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17643	gamma-Terpineol	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17644	Amaroswerin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17645	11-o-Galloylbergenin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17646	Mallotinic acid	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17647	Malloside	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17648	Panoside	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17649	Coroglaucigenin-3-o-alpha-L-rhamnopyranoside	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17650	Corotoxigenin-3-o-alpha-L-rhamnopyranoside	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17651	Boivinide A	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17652	Rengyol	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17653	beta-Hydroxyacteoside	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17654	(-)-Pinoresinol glucoside	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17655	Devoton	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17656	Plantagoside	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17657	Metoxadiazone	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17658	Gambirtannine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17659	Cylindrin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17660	Aplotaxene	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17661	Sibiricoside A	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17662	Sibiricoside B	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17663	Cimigenol	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17664	Chikusetsusaponin III	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17665	Araloside A	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17666	Und-PP-MurNAc-(GlcNAc)-L-Ala-D-isoglutaminyl-L-Lys-(Gly)-D-Ala-D-Ala	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17667	Und-PP-MurNAc-(GlcNAc)-L-Ala-D-isoglutaminyl-L-Lys-(Gly)3-D-Ala-D-Ala	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17668	Ginsenoside Ro	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17669	Chikusetsusaponin Ia	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17670	Chikusetsusaponin Ib	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17671	Akeboside Stf	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17672	Akeboside Std	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17673	Akeboside Ste	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17674	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-(L-alanyl-L-alanyl)-D-alanyl-D-alanine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17675	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-(L-alanyl)-D-alanyl-D-alanine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17676	3-Polyprenylcatechol	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17677	2-Polyprenyl-6-methoxyphenol	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17678	Condurango glycoside A	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17679	3-Polyprenyl-4,5-dihydroxybenzoate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17680	Icariin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17681	Lonicerin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17682	3-Polyprenyl-4-hydroxy-5-methoxybenzoate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17683	2-Polyprenyl-6-methoxy-1,4-benzoquinone	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17684	2-Polyprenyl-3-methyl-6-methoxy-1,4-benzoquinone	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17685	2-Polyprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17686	Multinoside A	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17687	Zizybeoside I	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17688	Zizybeoside II	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17689	Coixenolide	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17690	Lotusine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17691	2-Methyl-6-solanyl-1,4-benzoquinol	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17692	5'-Hydroxystreptomycin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17693	Bluensidine 6-phosphate	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17694	Bluensomycin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17695	2-epi-Streptamine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17696	Actinamine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17697	3-Keto-scyllo-inosamine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17698	myo-Inosose-5	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17699	neo-Inosamine-2	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17700	Hygromycin A	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17701	2-Deoxy-scyllo-inosamine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17702	2-Deoxy-3-keto-scyllo-inosamine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17703	2'-N-Acetylparomamine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17704	6'-Dehydro-6'-oxoparomamine	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
cpd17705	Xylostasin	dat/seed_metabolites_edited.tsv	present in gapseq seed_metabolites_edited snapshot import
